"Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Class","Method","Marketing_channels","Utilizations","Category","Metric","Remark","Domain","Domain Category","Chemical_Number","Value","CV (%)"
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","CENTRAL COAST",40,"SONOMA","097",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,23,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","CENTRAL COAST",40,"SONOMA","097",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,23,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","CENTRAL COAST",40,"SONOMA","097",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"LASSEN","035",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"LASSEN","035",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"LASSEN","035",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"LASSEN","035",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"MODOC","049",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"MODOC","049",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,0.05
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"MODOC","049",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,0.05
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"MODOC","049",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,0.05
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"PLUMAS","063",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"PLUMAS","063",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"PLUMAS","063",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,6,0.05
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHEAST",30,"PLUMAS","063",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,6,0.05
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"HUMBOLDT","023",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"HUMBOLDT","023",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,29.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"HUMBOLDT","023",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"HUMBOLDT","023",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,5,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"HUMBOLDT","023",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,7,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"HUMBOLDT","023",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"MENDOCINO","045",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,6,30.6
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"MENDOCINO","045",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,9,29.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"MENDOCINO","045",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,41.3
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"MENDOCINO","045",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,9,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"MENDOCINO","045",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,9,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","NORTHERN COAST",10,"MENDOCINO","045",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"BUTTE","007",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"BUTTE","007",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"BUTTE","007",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"BUTTE","007",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SACRAMENTO","067",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,8,30.6
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SACRAMENTO","067",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,10,29.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SACRAMENTO","067",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,41.3
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SACRAMENTO","067",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,9,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SACRAMENTO","067",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,9,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SACRAMENTO","067",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SOLANO","095",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SOLANO","095",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SOLANO","095",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SOLANO","095",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,0.05
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SOLANO","095",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,0.05
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SOLANO","095",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,0.05
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SUTTER","101",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SUTTER","101",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SUTTER","101",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"SUTTER","101",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"YOLO","113",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"YOLO","113",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"YOLO","113",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"YOLO","113",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,6,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"YOLO","113",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,8,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY",50,"YOLO","113",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"FRESNO","019",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,30.6
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"FRESNO","019",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,29.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"FRESNO","019",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"FRESNO","019",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"KERN","029",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,62,30.6
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"KERN","029",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,62,29.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"KERN","029",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,5,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"KERN","029",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,5,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"MADERA","039",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"MADERA","039",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,6,29.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"MADERA","039",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"MADERA","039",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"MADERA","039",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,11,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"MADERA","039",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,11,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"MERCED","047",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"MERCED","047",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"MERCED","047",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"MERCED","047",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"SAN JOAQUIN","077",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"SAN JOAQUIN","077",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"SAN JOAQUIN","077",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"SAN JOAQUIN","077",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"SAN JOAQUIN","077",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"SAN JOAQUIN","077",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"STANISLAUS","099",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"STANISLAUS","099",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"STANISLAUS","099",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"STANISLAUS","099",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"STANISLAUS","099",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"STANISLAUS","099",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"TULARE","107",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,30.6
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"TULARE","107",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,13,29.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"TULARE","107",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,12,41.3
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"TULARE","107",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,8,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"TULARE","107",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,8,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY",51,"TULARE","107",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,5,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"CALAVERAS","009",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,30.6
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"CALAVERAS","009",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,29.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"CALAVERAS","009",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"CALAVERAS","009",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,4,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"EL DORADO","017",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,30.6
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"EL DORADO","017",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,29.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"EL DORADO","017",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,5e-04,41.3
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"EL DORADO","017",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,10,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"EL DORADO","017",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,10,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"EL DORADO","017",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,3,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"MARIPOSA","043",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"MARIPOSA","043",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"MARIPOSA","043",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"MARIPOSA","043",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"NEVADA","057",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,30.6
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"NEVADA","057",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"NEVADA","057",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"NEVADA","057",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,9,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"NEVADA","057",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,9,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"NEVADA","057",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,59.7
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"PLACER","061",NA,NA,NA,NA,"ACRES BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"PLACER","061",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"PLACER","061",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,34.9
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS",60,"PLACER","061",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,1,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SISKIYOU-SHASTA",20,"SHASTA","089",NA,NA,NA,NA,"ACRES GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SISKIYOU-SHASTA",20,"SHASTA","089",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SISKIYOU-SHASTA",20,"SHASTA","089",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,35.2
"CENSUS",2022,"YEAR","COUNTY","CALIFORNIA","06","SISKIYOU-SHASTA",20,"SHASTA","089",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL","NOT SPECIFIED",NA,2,59.7
